Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age (day),Concrete compressive strength 
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7.0,18.91232668
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,34.29453624
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28.0,57.21823429
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90.0,42.32693164
387.0,20.0,94.0,157.0,13.93,938.0,845.0,3.0,25.510612
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0,51.73276323
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28.0,36.4388066
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100.0,33.5430074
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.83518532
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,55.25460664
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0,36.34917472
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100.0,49.99390476
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.7153764
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28.0,36.80422888
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3.0,11.41427518
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14.0,28.6822016
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77391188
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.06431126
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14.0,22.7182342
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28.0,46.24729218
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72253096
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3.0,12.78840085
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90.0,43.37700359
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28.0,37.43165204
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,4.782205536
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28.0,55.49592324
238.05,0.0,94.11,186.66,7.0,949.91,847.01,100.0,44.298833
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100.0,48.15300384
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7.0,7.675936308
491.0,26.0,123.0,210.0,3.93,882.0,699.0,28.0,55.55108132
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,14.49968028
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.8591471
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28.0,35.22532884
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28.0,39.41734292
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7.0,21.91706309
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0,46.93194184
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7.0,12.37264682
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,27.923778
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7.0,21.8591471
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72253096
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100.0,58.60546
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.09498796
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56.0,71.69860924
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90.0,54.59891496
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29.39236188
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14.0,42.29245784
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762
387.0,20.0,94.0,157.0,11.61,938.0,845.0,7.0,41.66503468
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28.0,26.14768782
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28.0,44.6090972
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100.0,40.7135578
148.5,139.4,108.6,192.7,6.1,892.4,780.0,28.0,23.69660064
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28.0,23.786922
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28.0,41.20308576
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56.0,48.9872698
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,25.96566616
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.10537996
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91.0,62.5009994
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.27814872
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,41.68434001
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.45930106
238.05,0.0,94.11,186.66,7.0,949.91,847.01,3.0,19.93275116
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.91704314
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,21.16001844
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14.0,33.00521612
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236
304.8,0.0,99.6,196.0,9.8,959.4,705.2,28.0,30.12320644
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28.0,37.404073
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,33.08243743
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,51.021224
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.63745564
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28.0,19.98790924
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,16.26473884
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,46.89815752
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14.0,42.21661548
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14.0,26.04840328
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.89737812
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28.0,39.32150576
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41304616
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.39795764
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3.0,19.1991487
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14.0,17.8229546
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100.0,50.93848688
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28.0,17.59680647
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3.0,4.903553312
143.0,169.4,142.7,190.7,8.4,967.4,643.5,28.0,29.72606826
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7.0,14.5968964
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3.0,13.35515012
238.05,0.0,94.11,186.66,7.0,949.91,847.01,14.0,25.68987576
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.89985628
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.03045696
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.2032056
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28.0,43.79827342
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28.0,31.4201108
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90.0,47.78206575
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.94408264
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,13.66403537
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.798803
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100.0,34.55653712
250.0,0.0,95.69,187.42,5.53,956.86,861.17,56.0,38.32797084
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.74417449
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.29609504
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.68020315
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56.0,64.90037588
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,28.0,26.200088
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272
250.0,0.0,95.69,191.84,5.33,948.9,857.2,14.0,24.65566176
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.280436884
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56.0,79.40005616
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28.0,24.24197616
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3.0,16.27852836
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90.0,52.90831981
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,25.48303296
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100.0,56.63355864
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.6472082
272.8,105.1,81.8,209.7,9.0,904.0,679.7,28.0,37.17103011
290.35,0.0,96.18,168.08,9.41,961.18,865.0,56.0,45.08483564
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28.0,25.57335432
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28.0,26.22766704
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28.0,26.92265885
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3.0,9.307926
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28.0,15.340841
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,3.0,15.52010476
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90.0,41.54299743
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0,21.94602108
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28.0,26.23318285
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0,18.74616296
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0,54.09628696
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.8550902
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28.0,51.3314882
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100.0,66.9481196
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365.0,52.51669744
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28.0,29.89223198
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365.0,43.6982994
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,72.99482412
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.4046925
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28.0,60.28088668
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.42813468
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056
155.0,0.0,143.0,193.0,9.0,877.0,868.0,28.0,9.73540112
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.24509376
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14.0,47.7117392
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,56.0,37.2661778
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7.0,8.374375496
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7.0,15.69109481
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,33.66435518
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0,52.90831981
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.39821744
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28.0,32.76803638
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100.0,40.56876784
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3.0,2.331807832
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28.0,53.52471136
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,13.52062436
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,38.21075992
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28.0,25.17966352
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.18514941
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28.0,37.91428524
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0,39.28978986
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28.0,37.81362174
194.68,0.0,100.52,170.17,7.48,998.0,901.8,3.0,12.17614616
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28.0,35.86585204
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,46.20178676
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3.0,13.18278112
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21271848
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28.0,79.98611076
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14.0,32.90179472
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3.0,9.731264264
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7.0,49.80085148
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28.0,27.82725136
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,20.96696516
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.87043852
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,39.70002808
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.11691123
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3.0,4.565020596
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28.0,27.234302
167.0,187.0,195.0,185.0,7.0,898.0,636.0,28.0,23.8903434
446.0,24.0,79.0,162.0,11.61,967.0,712.0,56.0,61.06688932
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28.0,38.50033984
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270.0,55.15808
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,14.14391066
273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.23989776
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14.0,26.31040416
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43165204
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28.0,38.46103971
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28.0,27.3377234
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100.0,40.85834776
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28.0,24.53845084
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28.0,32.40123514
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180.0,41.71950328
275.0,180.0,120.0,162.0,10.35,830.0,765.0,28.0,76.23536132
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100.0,47.73931824
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28.0,38.45897128
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0,75.497622
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28.0,28.02168359
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90.0,37.91428524
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3.0,15.04919265
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0,15.42357812
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7.0,25.42235907
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.00065956
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14.0,35.9561734
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28.0,28.46846404
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,12.63809508
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.79811352
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,14.0,38.60376124
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476
298.0,0.0,107.0,164.0,13.0,953.0,784.0,28.0,35.85964676
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3.0,19.41564416
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3.0,15.87173752
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,20.59395864
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.51101176
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.73233356
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28.0,49.77327244
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28.0,32.88455782
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3.0,12.54156844
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56.0,47.96684532
284.0,15.0,141.0,179.0,5.46,842.0,801.0,56.0,44.52045028
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.65511224
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28.0,29.07313449
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28.0,12.18097249
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0,13.52062436
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0,17.57612219
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25.0969264
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90.0,39.35804798
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.94882902
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14.0,12.83804312
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28.0,45.30477848
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.5654403
250.0,0.0,95.69,191.84,5.33,948.9,857.2,3.0,8.48744956
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3.0,21.91154728
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28.0,42.14008364
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28.0,23.73865868
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14.0,27.923778
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478
332.5,142.5,0.0,228.0,0.0,932.0,594.0,365.0,41.05277999
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.12632404
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28.0,25.5595648
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28.0,33.3016908
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28.0,24.28196577
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.79421652
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0,54.89607912
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,3.0,17.57474324
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0,52.61391356
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56.0,61.99078716
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3.0,23.34565736
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56.0,53.72396992
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,17.54026944
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7.0,10.08979178
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,28.0,27.77209328
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,15.61594192
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.56963716
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28.0,42.13387836
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91369566
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,38.610656
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7.0,19.76520849
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59648684
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.44881896
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28.0,13.20208645
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28.0,28.98557104
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,14.0,31.35047372
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360.0,33.70158688
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7.0,20.27748916
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.39665864
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28.0,52.5035974
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28.0,33.27411176
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.08573488
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.231704
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28.0,28.62980142
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3.0,7.39807748
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.69886904
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.15794004
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28.0,33.05347944
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28.0,44.6118551
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,40.06200298
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180.0,36.2519586
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180.0,44.20782217
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28.0,29.72331036
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28.0,12.45883132
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28.0,37.43785732
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0,26.32281473
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28.0,13.19657064
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91.0,59.19840936
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300132
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14.0,16.87837248
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270.0,43.01296026
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365.0,53.69225402
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.48629052
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456
387.0,20.0,94.0,157.0,11.61,938.0,845.0,3.0,34.77027468
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28.0,31.1787942
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100.0,43.58177796
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14.0,38.76923548
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56.0,36.96970312
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3.0,41.09966436
355.0,19.0,97.0,145.0,12.25,967.0,871.0,28.0,55.45455468
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28.0,21.91154728
159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28.0,39.45595358
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.12632404
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.36270444
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90.0,54.31554033
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56.0,39.14844728
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28.0,21.0662497
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28.0,56.61907964
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0,21.17932377
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56.0,47.13257936
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3.0,16.10960674
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,43.25082948
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56.0,50.77301264
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28.0,23.84897484
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,41.05140104
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7.0,19.53906036
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0,38.89334116
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28.0,13.45857152
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14.0,20.72564856
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28.0,18.03393426
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28.0,65.90701084
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.39535964
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25394708
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.827710952
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28.0,28.62704352
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0,31.6469484
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,56.49566344
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365.0,25.08313688
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365.0,55.26012245
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,58.79851328
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.19944856
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,17.24379476
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28.0,43.94237391
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,37.42475728
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3.0,18.01600788
424.0,22.0,132.0,168.0,8.92,822.0,750.0,7.0,40.28509772
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.69717028
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14.0,21.26343984
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14.0,29.55094136
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,25.55887532
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100.0,42.919881
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.85696881
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.96418731
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.44751996
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7.0,14.8437288
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28.0,32.05167081
250.0,180.0,95.0,159.0,9.45,860.0,800.0,28.0,67.86512268
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.57917996
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28.0,64.0178466
